Genus	Status	Min_Age	Max_Age
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	5.333
Carcharhinus	Extant	2.588	3.6
Carcharhinus	Extant	2.588	3.6
Carcharhinus	Extant	2.588	3.6
Carcharhinus	Extant	2.588	3.6
Carcharhinus	Extant	2.588	3.6
Carcharhinus	Extant	0	2.588
Carcharhinus	Extant	0	2.588
Carcharhinus	Extant	0	2.588
Carcharhinus	Extant	0	2.588
Carcharhinus	Extant	0.0117	2.588
Carcharhinus	Extant	0.781	2.588
Carcharhinus	Extant	0.781	2.588
Carcharhinus	Extant	0.781	1.806
Carcharhinus	Extant	0.3	1.8
Carcharhinus	Extant	0.3	1.8
Carcharhinus	Extant	0.3	1.8
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharhinus	Extant	0.0117	0.126
Carcharias	Extant	61.7	66
Carcharias	Extant	61.6	66
Carcharias	Extant	61.6	66
Carcharias	Extant	61.6	66
Carcharias	Extant	61.6	66
Carcharias	Extant	55.8	66
Carcharias	Extant	55.8	66
Carcharias	Extant	55.8	66
Carcharias	Extant	55.8	66
Carcharias	Extant	55.8	66
Carcharias	Extant	55.8	66
Carcharias	Extant	61.6	66
Carcharias	Extant	56	61.6
Carcharias	Extant	55.8	58.7
Carcharias	Extant	55.8	58.7
Carcharias	Extant	55.8	58.7
Carcharias	Extant	55.8	58.7
Carcharias	Extant	55.8	56.8
Carcharias	Extant	55.8	56.8
Carcharias	Extant	47.8	56
Carcharias	Extant	47.8	56
Carcharias	Extant	37.2	55.8
Carcharias	Extant	37.2	55.8
Carcharias	Extant	37.2	55.8
Carcharias	Extant	37.2	55.8
Carcharias	Extant	37.2	55.8
Carcharias	Extant	48.6	55.8
Carcharias	Extant	48.6	55.8
Carcharias	Extant	50.3	55.8
Carcharias	Extant	50.3	55.8
Carcharias	Extant	46.2	50.3
Carcharias	Extant	37.2	48.6
Carcharias	Extant	37.2	48.6
Carcharias	Extant	37.2	48.6
Carcharias	Extant	37.2	48.6
Carcharias	Extant	37.2	48.6
Carcharias	Extant	37.2	48.6
Carcharias	Extant	37.2	48.6
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	41.3	47.8
Carcharias	Extant	38	47.8
Carcharias	Extant	36	43
Carcharias	Extant	38	41.3
Carcharias	Extant	38	41.3
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	38
Carcharias	Extant	33.9	37.2
Carcharias	Extant	33.9	37.2
Carcharias	Extant	33.9	37.2
Carcharias	Extant	33.9	37.2
Carcharias	Extant	33.9	37.2
Carcharias	Extant	33.9	37.2
Carcharias	Extant	28.1	33.9
Carcharias	Extant	28.1	33.9
Carcharias	Extant	28.1	33.9
Carcharias	Extant	28.4	33.9
Carcharias	Extant	28.1	33.9
Carcharias	Extant	15.97	28.4
Carcharias	Extant	23.9	25.7
Carcharias	Extant	23.9	25.7
Carcharias	Extant	23.9	25.7
Carcharias	Extant	23.9	25.7
Carcharias	Extant	23.9	25.7
Carcharias	Extant	23.03	28.1
Carcharias	Extant	23.03	28.1
Carcharias	Extant	23.03	28.1
Carcharias	Extant	20.44	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	11.608	23.03
Carcharias	Extant	20.44	23.03
Carcharias	Extant	22.4	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	2.588	23.03
Carcharias	Extant	2.588	23.03
Carcharias	Extant	11.608	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	15.97	23.03
Carcharias	Extant	20.44	23.03
Carcharias	Extant	15.97	20.44
Carcharias	Extant	15.97	20.44
Carcharias	Extant	15.97	20.44
Carcharias	Extant	15.97	20.44
Carcharias	Extant	15.97	20.44
Carcharias	Extant	13.82	20.44
Carcharias	Extant	15.97	20.44
Carcharias	Extant	15.97	20.44
Carcharias	Extant	15.97	16.9
Carcharias	Extant	15.97	16.9
Carcharias	Extant	13.82	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	13.65	15.97
Carcharias	Extant	13.65	15.97
Carcharias	Extant	13.65	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	2.588	15.97
Carcharias	Extant	13.6	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	13.82	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.608	15.97
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	7.246	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	11.62	13.82
Carcharias	Extant	12.7	13.65
Carcharias	Extant	12.7	13.65
Carcharias	Extant	12.7	13.65
Carcharias	Extant	12.7	13.65
Carcharias	Extant	10.3	13.6
Carcharias	Extant	7.246	11.62
Carcharias	Extant	7.246	11.62
Carcharias	Extant	7.246	11.62
Carcharias	Extant	7.246	11.62
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.333	11.608
Carcharias	Extant	5.47	6.35
Carcharias	Extant	5.333	7.246
Carcharias	Extant	4.9	7.246
Carcharias	Extant	4.9	7.246
Carcharias	Extant	5.333	7.246
Carcharias	Extant	5.333	7.246
Carcharias	Extant	5.333	7.246
Carcharias	Extant	3.9	4.9
Carcharias	Extant	2.588	5.333
Carcharias	Extant	3.6	5.333
Carcharias	Extant	3.6	5.333
Carcharias	Extant	3.6	5.333
Carcharias	Extant	3.6	5.333
Carcharias	Extant	3.6	5.333
Carcharias	Extant	2.588	5.333
Carcharias	Extant	2.588	3.6
Carcharias	Extant	2.588	3.6
Carcharias	Extant	2.588	3.6
Carcharias	Extant	0.781	2.588
Carcharias	Extant	0.781	1.806
Carcharias	Extant	0.3	1.8
Carcharias	Extant	0.3	1.8
Carcharias	Extant	0.0117	0.126
Carcharias	Extant	0.0117	0.126
Carcharias	Extant	0.0117	0.126
Carcharodon	Extant	56	66
Carcharodon	Extant	56	59.2
Carcharodon	Extant	55.8	58.7
Carcharodon	Extant	55.8	56.8
Carcharodon	Extant	47.8	56
Carcharodon	Extant	33.9	56
Carcharodon	Extant	47.8	56
Carcharodon	Extant	33.9	56
Carcharodon	Extant	33.9	56
Carcharodon	Extant	33.9	56
Carcharodon	Extant	33.9	56
Carcharodon	Extant	48	55.8
Carcharodon	Extant	53	55.8
Carcharodon	Extant	37.2	48.6
Carcharodon	Extant	41.3	47.8
Carcharodon	Extant	41.3	47.8
Carcharodon	Extant	38	47.8
Carcharodon	Extant	41.3	47.8
Carcharodon	Extant	41.3	47.8
Carcharodon	Extant	41.3	47.8
Carcharodon	Extant	38	41.3
Carcharodon	Extant	38	41.3
Carcharodon	Extant	38	41.3
Carcharodon	Extant	33.9	41.3
Carcharodon	Extant	33.9	38
Carcharodon	Extant	33.9	38
Carcharodon	Extant	33.9	38
Carcharodon	Extant	33.9	38
Carcharodon	Extant	33.9	38
Carcharodon	Extant	33.9	38
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	33.9	37.2
Carcharodon	Extant	5.333	33.9
Carcharodon	Extant	5.333	33.9
Carcharodon	Extant	5.333	33.9
Carcharodon	Extant	23.03	33.9
Carcharodon	Extant	28.4	33.9
Carcharodon	Extant	28.4	33.9
Carcharodon	Extant	30.8	33.3
Carcharodon	Extant	30.8	33.3
Carcharodon	Extant	23.03	28.4
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.9	25.7
Carcharodon	Extant	23.9	25.7
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	23.03	28.1
Carcharodon	Extant	25.2	27.3
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	5.333	23.03
Carcharodon	Extant	5.333	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	11.608	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	2.588	23.03
Carcharodon	Extant	2.588	23.03
Carcharodon	Extant	2.588	23.03
Carcharodon	Extant	2.588	23.03
Carcharodon	Extant	2.588	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	20.44	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	11.608	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	15.97	23.03
Carcharodon	Extant	5.333	23.03
Carcharodon	Extant	5.333	23.03
Carcharodon	Extant	5.333	23.03
Carcharodon	Extant	13.82	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	13.82	20.44
Carcharodon	Extant	13.82	20.44
Carcharodon	Extant	15.97	20.44
Carcharodon	Extant	15.97	20.43
Carcharodon	Extant	15.97	20.43
Carcharodon	Extant	15.97	16.9
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.6	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	2.588	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	13.82	15.97
Carcharodon	Extant	3.6	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.608	15.97
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	11.62	13.82
Carcharodon	Extant	12.7	13.65
Carcharodon	Extant	12.7	13.65
Carcharodon	Extant	10.3	13.6
Carcharodon	Extant	10.3	13.6
Carcharodon	Extant	10.3	13.6
Carcharodon	Extant	10.3	13.6
Carcharodon	Extant	10.3	13.6
Carcharodon	Extant	11.5	11.5
Carcharodon	Extant	7.5	8.6
Carcharodon	Extant	7.3	7.5
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	9.3	9.3
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	5.333	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	7.246	11.62
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	3.6	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	3.6	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	5.333	11.608
Carcharodon	Extant	4.9	10.3
Carcharodon	Extant	4.9	10.3
Carcharodon	Extant	4.9	10.3
Carcharodon	Extant	5.47	6.35
Carcharodon	Extant	5.47	6.35
Carcharodon	Extant	3.6	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	4.9	7.246
Carcharodon	Extant	4.9	7.246
Carcharodon	Extant	5.333	7.246
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	4	5
Carcharodon	Extant	4	5
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.9	4.9
Carcharodon	Extant	3.9	4.9
Carcharodon	Extant	3.9	4.9
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	3.6	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	2.588	5.333
Carcharodon	Extant	3	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	1.806	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	2.588	3.6
Carcharodon	Extant	1.806	2.588
Carcharodon	Extant	0.781	2.588
Carcharodon	Extant	0.781	2.588
Carcharodon	Extant	0.781	2.588
Carcharodon	Extant	0.0117	2.588
Carcharodon	Extant	0.781	2.588
Carcharodon	Extant	0.781	1.806
Carcharodon	Extant	0.781	1.806
Carcharodon	Extant	0.781	1.806
Carcharodon	Extant	0.3	1.8
Carcharodon	Extant	0.3	1.8
Carcharodon	Extant	0.3	1.8
Carcharodon	Extant	0.0117	0.126
Carcharodon	Extant	0.0117	0.126
Carcharodon	Extant	0.0117	0.126
Centrophorus	Extant	55.8	66
Centrophorus	Extant	55.8	66
Centrophorus	Extant	55.8	66
Centrophorus	Extant	55.8	66
Centrophorus	Extant	38	47.8
Centrophorus	Extant	33.9	38
Centrophorus	Extant	33.9	37.2
Centrophorus	Extant	20.44	23.03
Centrophorus	Extant	7.246	11.62
Centroselachus	Extant	55.8	66
Centroselachus	Extant	55.8	66
Centroselachus	Extant	55.8	66
Centroselachus	Extant	55.8	66
Cestracion	Extant	61.6	66
Cestracion	Extant	33.9	38
Cetorhinus	Extant	47.8	56
Cetorhinus	Extant	38	47.8
Cetorhinus	Extant	23.03	33.9
Cetorhinus	Extant	28.4	33.9
Cetorhinus	Extant	20.44	23.03
Cetorhinus	Extant	5.333	23.03
Cetorhinus	Extant	5.333	23.03
Cetorhinus	Extant	11.62	15.97
Cetorhinus	Extant	13.82	15.97
Cetorhinus	Extant	13.82	15.97
Cetorhinus	Extant	13.82	15.97
Cetorhinus	Extant	13.82	15.97
Cetorhinus	Extant	13.82	15.97
Cetorhinus	Extant	11.608	15.97
Cetorhinus	Extant	11.608	15.97
Cetorhinus	Extant	11.608	15.97
Cetorhinus	Extant	11.62	13.82
Cetorhinus	Extant	12.7	13.65
Cetorhinus	Extant	7.5	8.6
Cetorhinus	Extant	7.246	11.62
Cetorhinus	Extant	3.6	11.608
Cetorhinus	Extant	5.333	11.608
Cetorhinus	Extant	5.333	11.608
Cetorhinus	Extant	2.588	5.333
Cetorhinus	Extant	2.588	5.333
Cetorhinus	Extant	2.588	5.333
Cetorhinus	Extant	2.588	5.333
Cetorhinus	Extant	3.6	5.333
Cetorhinus	Extant	2.588	5.333
Cetorhinus	Extant	2.588	3.6
Cetorhinus	Extant	1.806	2.588
Cetorhinus	Extant	0.781	2.588
Chaenogaleus	Extant	13.82	15.97
Chaenogaleus	Extant	13.82	15.97
Chaenogaleus	Extant	13.82	15.97
Chaenogaleus	Extant	13.82	15.97
Chaenogaleus	Extant	11.608	15.97
Chaenogaleus	Extant	7.246	13.82
Chaenogaleus	Extant	11.62	13.82
Chaenogaleus	Extant	11.62	13.82
Chaenogaleus	Extant	11.62	13.82
Chaenogaleus	Extant	11.62	13.82
Chaenogaleus	Extant	11.62	13.82
Chaenogaleus	Extant	12.7	13.65
Chaenogaleus	Extant	12.7	13.65
Chaenogaleus	Extant	5.333	11.608
Chiloscyllium	Extant	41.3	47.8
Chiloscyllium	Extant	41.3	47.8
Chiloscyllium	Extant	41.3	47.8
Chiloscyllium	Extant	33.9	38
Chiloscyllium	Extant	33.9	38
Chiloscyllium	Extant	33.9	38
Chiloscyllium	Extant	33.9	38
Chimaera	Extant	38	47.8
Chimaera	Extant	28.1	33.9
Chlamydoselachus	Extant	55.8	66
Chlamydoselachus	Extant	55.8	66
Chlamydoselachus	Extant	11.608	15.97
Chrysophris	Extant	33.9	38
Chrysophris	Extant	33.9	38
Chrysophris	Extant	28.1	33.9
Chrysophris	Extant	5.333	23.03
Chrysophris	Extant	5.333	23.03
Chrysophris	Extant	20.44	23.03
Chrysophris	Extant	11.62	13.82
Coupatezia	Extant	55.8	58.7
Coupatezia	Extant	55.8	58.7
Coupatezia	Extant	37.2	55.8
Coupatezia	Extant	37.2	55.8
Coupatezia	Extant	50.3	55.8
Coupatezia	Extant	48.6	55.8
Coupatezia	Extant	37.2	48.6
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	41.3	47.8
Coupatezia	Extant	38	47.8
Coupatezia	Extant	33.9	38
Coupatezia	Extant	33.9	38
Coupatezia	Extant	33.9	38
Coupatezia	Extant	33.9	38
Coupatezia	Extant	33.9	38
Coupatezia	Extant	33.9	38
Dalatias	Extant	55.8	66
Dalatias	Extant	33.9	37.2
Dalatias	Extant	20.44	23.03
Dalatias	Extant	11.608	15.97
Dalatias	Extant	11.608	15.97
Dalatias	Extant	11.62	13.82
Dalatias	Extant	7.246	11.62
Dalatias	Extant	5.333	11.608
Dalatias	Extant	2.588	5.333
Dasyatis	Extant	63.3	66
Dasyatis	Extant	63.3	66
Dasyatis	Extant	61.7	66
Dasyatis	Extant	61.6	66
Dasyatis	Extant	61.6	66
Dasyatis	Extant	61.6	66
Dasyatis	Extant	56	59.2
Dasyatis	Extant	56	59.2
Dasyatis	Extant	55.8	58.7
Dasyatis	Extant	48.6	58.7
Dasyatis	Extant	47.8	56
Dasyatis	Extant	47.8	56
Dasyatis	Extant	47.8	56
Dasyatis	Extant	47.8	56
Dasyatis	Extant	33.9	56
Dasyatis	Extant	47.8	56
Dasyatis	Extant	47.8	56
Dasyatis	Extant	47.8	56
Dasyatis	Extant	48.6	55.8
Dasyatis	Extant	48.6	55.8
Dasyatis	Extant	50.3	55.8
Dasyatis	Extant	46.2	50.3
Dasyatis	Extant	37.2	48.6
Dasyatis	Extant	37.2	48.6
Dasyatis	Extant	41.3	47.8
Dasyatis	Extant	41.3	47.8
Dasyatis	Extant	41.3	47.8
Dasyatis	Extant	41.3	47.8
Dasyatis	Extant	41.3	47.8
Dasyatis	Extant	41.3	47.8
Dasyatis	Extant	38	47.8
Dasyatis	Extant	38	47.8
Dasyatis	Extant	40.4	46.2
Dasyatis	Extant	38	41.3
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	38
Dasyatis	Extant	33.9	37.2
Dasyatis	Extant	33.9	37.2
Dasyatis	Extant	33.9	37.2
Dasyatis	Extant	28.1	33.9
Dasyatis	Extant	28.4	33.9
Dasyatis	Extant	28.4	33.9
Dasyatis	Extant	28.1	33.9
Dasyatis	Extant	28.1	33.9
Dasyatis	Extant	28.4	33.9
Dasyatis	Extant	23.03	28.1
Dasyatis	Extant	23.9	25.7
Dasyatis	Extant	23.03	28.1
Dasyatis	Extant	23.03	28.1
Dasyatis	Extant	15.97	23.03
Dasyatis	Extant	15.97	23.03
Dasyatis	Extant	15.97	23.03
Dasyatis	Extant	15.97	23.03
Dasyatis	Extant	15.97	23.03
Dasyatis	Extant	15.97	23.03
Dasyatis	Extant	5.333	23.03
Dasyatis	Extant	15.97	20.44
Dasyatis	Extant	15.97	20.44
Dasyatis	Extant	15.97	20.44
Dasyatis	Extant	11.62	15.97
Dasyatis	Extant	13.82	15.97
Dasyatis	Extant	11.608	15.97
Dasyatis	Extant	11.608	15.97
Dasyatis	Extant	13.65	15.97
Dasyatis	Extant	13.82	15.97
Dasyatis	Extant	11.608	15.97
Dasyatis	Extant	11.608	15.97
Dasyatis	Extant	11.608	15.97
Dasyatis	Extant	13.82	15.97
Dasyatis	Extant	13.82	15.97
Dasyatis	Extant	11.608	15.97
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	11.62	13.82
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	12.7	13.65
Dasyatis	Extant	10.3	13.6
