age	sealevel
4.16	11.2
4.162	-6.54545454545454
4.164	-4.36363636363637
4.166	8.4
4.168	6.19999999999999
4.17	4.8
4.172	4
4.174	0.799999999999997
4.176	3.4
4.178	1.19999999999999
4.18	-0.509090909090918
4.182	-3.27272727272727
4.184	-3.41818181818183
4.186	-3.63636363636362
4.188	0.399999999999991
4.19	-24.7272727272727
4.192	-12.3636363636364
4.194	4.39999999999999
4.196	3.59999999999999
4.198	2.8
4.2	10.4
4.202	2.8
4.204	-8.72727272727274
4.206	3.00000000000001
4.208	12.4
4.21	5.2
4.212	-3.63636363636362
4.214	0.600000000000009
4.216	3.2
4.218	12
4.22	12.4
4.222	4
4.224	3.59999999999999
4.226	1.19999999999999
4.228	-9.45454545454545
4.23	-2.90909090909091
4.232	1.19999999999999
4.234	-5.81818181818182
4.236	-4.36363636363637
4.238	2.8
4.24	0.519999999999996
4.242	-3.12727272727274
4.244	6
4.246	6.8
4.248	-1.81818181818181
4.25	-14.1818181818182
4.252	-26.5454545454546
4.254	-10.7636363636364
4.256	2.8
4.258	3.00000000000001
4.26	3.2
4.262	3.2
4.264	3.2
4.266	-12.3636363636364
4.268	-2.90909090909091
4.27	0.280000000000001
4.272	2.12
4.274	4
4.276	0.32
4.278	-6.03636363636365
4.28	0.719999999999992
4.282	4.8
4.284	0.600000000000009
4.286	4.12
4.288	7.59999999999999
4.29	-6.54545454545454
4.292	0.799999999999997
4.294	3.59999999999999
4.296	6
4.298	1.99999999999999
4.3	-3.63636363636362
4.302	-10.9090909090909
4.304	-4.36363636363637
4.306	1.19999999999999
4.308	1.99999999999999
4.31	15.2
4.312	10.2
4.314	5.2
4.316	13.6
4.318	9.2
4.32	4.8
4.322	0.399999999999991
4.324	-1.45454545454546
4.326	1.8
4.328	4.39999999999999
4.33	1
4.332	-4.36363636363637
4.334	-10.5454545454545
4.336	-16.7272727272727
4.338	6.8
4.34	2.40000000000001
4.342	-3.63636363636362
4.344	1.99999999999999
4.346	9.2
4.348	6.8
4.35	1.99999999999999
4.352	9.2
4.354	13.2
4.356	15.2
4.358	3.59999999999999
4.36	6
4.362	-4.00000000000001
4.364	0.799999999999997
4.366	-2.39999999999999
4.368	-11.7818181818182
4.37	-21.0909090909091
4.372	-7.63636363636364
4.374	-27.6363636363636
4.376	2.40000000000001
4.378	-4.87272727272729
4.38	-14.1818181818182
4.382	0.399999999999991
4.384	2.8
4.386	10
4.388	3.59999999999999
4.39	-14.5454545454546
4.392	-1.45454545454546
4.394	1.6
4.396	-7.7818181818182
4.398	6.40000000000001
4.4	5.39999999999999
4.402	6.8
4.404	-20.3636363636364
4.406	0.679999999999993
4.408	-6.32727272727274
4.41	4.8
4.412	13.08
4.414	-5.09090909090908
4.416	13.8
4.418	15
4.42	-8.72727272727274
4.422	8.59999999999999
4.424	4.8
4.426	3.72
4.428	11.8
4.43	4.92000000000001
4.432	5.2
4.434	1.19999999999999
4.436	4.12
4.438	-6.32727272727274
4.44	5.60000000000001
4.442	2.8
4.444	2.40000000000001
4.446	-3.92727272727271
4.448	-4.36363636363637
4.45	0
4.452	-10.5454545454545
4.454	-4.58181818181819
4.456	2.2
4.458	1.28
4.46	0.399999999999991
4.462	-11.6363636363636
4.464	0.280000000000001
4.466	6.12
4.468	-3.27272727272727
4.47	-7.27272727272728
4.472	-26.1818181818182
4.474	6.40000000000001
4.476	0
4.478	3.27999999999999
4.48	-2.18181818181817
4.482	1.8
4.484	4.60000000000001
4.486	5
4.488	-2.18181818181817
4.49	-17.4545454545455
4.492	1.92
4.494	-18.1818181818182
4.496	-8.43636363636364
4.498	0.719999999999992
4.5	-13.0909090909091
4.502	-3.63636363636362
4.504	0.799999999999997
4.506	2.04000000000001
4.508	3.32000000000001
4.51	3.44
4.512	3.59999999999999
4.514	-15.2727272727273
4.516	-9.8909090909091
4.518	-4.58181818181819
4.52	6
4.522	-8.72727272727274
4.524	-5.81818181818182
4.526	-2.90909090909091
4.528	-4.94545454545455
4.53	-7.05454545454545
4.532	-10.6181818181818
4.534	-14.1818181818182
4.536	-11.8545454545454
4.538	-10.5454545454545
4.54	0.799999999999997
4.542	7.40000000000001
4.544	1.99999999999999
4.546	4
4.548	6.6
4.55	-29.0909090909091
4.552	4.92000000000001
4.554	5.88
4.556	0.399999999999991
4.558	4.39999999999999
4.56	9.48
4.562	6.40000000000001
4.564	-12.3636363636364
4.566	-1.81818181818181
4.568	-20.9454545454545
4.57	-20.7272727272727
4.572	-3.12727272727274
4.574	1.6
4.576	-7.63636363636364
4.578	12.4
4.58	-0.945454545454538
4.582	-1.45454545454546
4.584	0.120000000000005
4.586	-5.30909090909091
4.588	-8.72727272727274
4.59	4.28000000000001
4.592	7.88
4.594	3.80000000000001
4.596	9.48
4.598	4.28000000000001
4.6	0.600000000000009
4.602	1.88000000000001
4.604	1.19999999999999
4.606	-15.0545454545454
4.608	-6.90909090909092
4.61	-8.94545454545456
4.612	-17.9636363636364
4.614	-33.4545454545455
4.616	-5.09090909090908
4.618	0.32
4.62	3.48
4.622	18.4
4.624	5.2
4.626	-0.363636363636356
4.628	1.19999999999999
4.63	4.39999999999999
4.632	-7.63636363636364
4.634	3.00000000000001
4.636	1.99999999999999
4.638	14.6
4.64	1.6
4.642	5.2
4.644	1.6
4.646	6.40000000000001
4.648	-10.9090909090909
4.65	-12.1454545454545
4.652	-5.6
4.654	-19.6363636363636
4.656	1
4.658	0.280000000000001
4.66	4.2
4.662	0
4.664	0.519999999999996
4.666	16.4
4.668	7.59999999999999
4.67	4.39999999999999
4.672	5.60000000000001
4.674	7.40000000000001
4.676	1.99999999999999
4.678	10.12
4.68	-5.81818181818182
4.682	-0.509090909090918
4.684	5.8
4.686	1
4.688	-7.63636363636364
4.69	-6.18181818181818
4.692	-4.72727272727272
4.694	-2.03636363636364
4.696	0.399999999999991
4.698	-1.0909090909091
4.7	-2.90909090909091
4.702	-10.5454545454545
4.704	4.2
4.706	-6.03636363636365
4.708	6.8
4.71	6.12
4.712	14
4.714	8.59999999999999
4.716	6.8
4.718	-1.0909090909091
4.72	10
4.722	3.00000000000001
4.724	4.8
4.726	-11.6363636363636
4.728	-12.3636363636364
4.73	0.120000000000005
4.732	11
4.734	-21.8181818181818
4.736	-14.5454545454546
4.738	-6.18181818181818
4.74	11.2
4.742	1.08000000000001
4.744	1
4.746	-7.63636363636364
4.748	-1.67272727272728
4.75	8.4
4.752	-8.72727272727274
4.754	12.8
4.756	9.88
4.758	3.00000000000001
4.76	7.8
4.762	3.59999999999999
4.764	-5.45454545454547
4.766	-5.81818181818182
4.768	13
4.77	-7.63636363636364
4.772	-15.2727272727273
4.774	-19.4181818181818
4.776	-15.6363636363636
4.778	1.99999999999999
4.78	-7.49090909090911
4.782	-8.43636363636364
4.784	13.2
4.786	-7.99999999999999
4.788	-3.78181818181819
4.79	-2.90909090909091
4.792	-11.2727272727273
4.794	0.679999999999993
4.796	0.199999999999996
4.798	4.60000000000001
4.8	-29.0909090909091
4.802	-2.54545454545456
4.804	-12.9454545454545
4.806	1.88000000000001
4.808	-13.3090909090909
4.81	1.99999999999999
4.812	10.4
4.814	-6.6909090909091
4.816	-18.6909090909091
4.818	-4.87272727272729
4.82	3.08
4.822	-27.4181818181818
4.824	-16.7272727272727
4.826	-1.23636363636363
4.828	4.68
4.83	8.2
4.832	-4.72727272727272
4.834	-7.7818181818182
4.836	3.4
4.838	0.600000000000009
4.84	2.2
4.842	-6.32727272727274
4.844	-15.2727272727273
4.846	-13.4545454545455
4.848	-18.3272727272727
4.85	-26.1818181818182
4.852	-10.1818181818182
4.854	4.68
4.856	-10.5454545454545
4.858	-15.4909090909091
4.86	16.2
4.862	0.199999999999996
4.864	1.40000000000001
4.866	7.47999999999999
4.868	0.799999999999997
4.87	9.60000000000001
4.872	5.52
4.874	1.19999999999999
4.876	8.16000000000001
4.878	-2.54545454545456
4.88	7.08
4.882	-0.727272727272712
4.884	-2.90909090909091
4.886	-17.9636363636364
4.888	-16.7272727272727
4.89	-42.7636363636364
4.892	-40.7272727272727
4.894	-32.7272727272727
4.896	-36.5818181818182
4.898	-29.0909090909091
4.9	-29.0909090909091
4.902	-5.09090909090908
4.904	-8.36363636363638
4.906	1.08000000000001
4.908	3.00000000000001
4.91	8.80000000000001
4.912	4.60000000000001
4.914	-6.18181818181818
4.916	1.8
4.918	2.28
4.92	8.4
4.922	0.799999999999997
4.924	-11.6363636363636
4.926	-4.87272727272729
4.928	-4.72727272727272
4.93	-10.5454545454545
4.932	-6.18181818181818
4.934	-9.45454545454545
4.936	-12.7272727272727
4.938	0.799999999999997
4.94	-5.09090909090908
4.942	-10.5454545454545
4.944	-10.1818181818182
4.946	0.399999999999991
4.948	2.8
4.95	1.6
4.952	6.6
4.954	8.59999999999999
4.956	4.60000000000001
4.958	3.80000000000001
4.96	1.8
4.962	0.399999999999991
4.964	5.8
4.966	3.59999999999999
4.968	5.39999999999999
4.97	4
4.972	4.8
4.974	6
4.976	1.99999999999999
4.978	6.99999999999999
4.98	-0.363636363636356
4.982	1.6
4.984	2.40000000000001
4.986	0
4.988	1
4.99	-3.27272727272727
4.992	-1.81818181818181
4.994	5.39999999999999
4.996	2.2
4.998	5.2
5	6.19999999999999
5.002	2.8
5.004	2.40000000000001
5.006	-6.54545454545454
5.008	1
5.01	-5.45454545454547
5.012	-16
5.014	-6.54545454545454
5.016	-4.00000000000001
5.018	-6.54545454545454
5.02	-1.0909090909091
5.022	4.2
5.024	4.8
5.026	6.19999999999999
5.028	7.8
5.03	6
5.032	6.8
5.034	7.40000000000001
5.036	-5.09090909090908
5.038	7.8
5.04	6.12
5.042	8.16000000000001
5.044	2.88
5.046	8.59999999999999
5.048	1.99999999999999
5.05	6.16
5.052	-5.30909090909091
5.054	0.559999999999988
5.056	-3.12727272727274
5.058	-9.30909090909092
5.06	-11.2727272727273
5.062	-1.45454545454546
5.064	2.8
5.066	3.08
5.068	6.99999999999999
5.07	5.39999999999999
5.072	5.52
5.074	5.60000000000001
5.076	4
5.078	4.8
5.08	3.80000000000001
5.082	3.59999999999999
5.084	9.2
5.086	3.4
5.088	6
5.09	-1.81818181818181
5.092	1.19999999999999
5.094	0
5.096	-9.09090909090909
5.098	3.59999999999999
5.1	-5.09090909090908
5.102	-2.18181818181817
5.104	-2.90909090909091
5.106	0
5.108	2.40000000000001
5.11	4.8
5.112	5.39999999999999
5.114	4
5.116	4.39999999999999
5.118	1.19999999999999
5.12	10
5.122	5.39999999999999
5.124	3.59999999999999
5.126	1.19999999999999
5.128	5.60000000000001
5.13	-2.90909090909091
5.132	1
5.134	1.6
5.136	3.2
5.138	3.00000000000001
5.14	6.99999999999999
5.142	8.00000000000001
5.144	7.2
5.146	2.8
5.148	3.59999999999999
5.15	-1.0909090909091
5.152	3.59999999999999
5.154	3.00000000000001
5.156	3.59999999999999
5.158	1.99999999999999
5.16	4
5.162	1.99999999999999
5.164	2.40000000000001
5.166	0.799999999999997
5.168	0.799999999999997
5.17	-5.45454545454547
5.172	-9.09090909090909
5.174	-1.45454545454546
5.176	-1.45454545454546
5.178	0.199999999999996
5.18	5.2
5.182	0
5.184	1.19999999999999
5.186	1.19999999999999
5.188	3.2
5.19	0.199999999999996
5.192	6.40000000000001
5.194	-0.727272727272712
5.196	-3.63636363636362
5.198	0.799999999999997
5.2	6.40000000000001
5.202	0
5.204	-0.727272727272712
5.206	-2.54545454545456
5.208	10.4
5.21	-4.00000000000001
5.212	-11.6363636363636
5.214	-7.27272727272728
5.216	-10.9090909090909
5.218	-14.5454545454546
5.22	-13.0909090909091
5.222	-4.36363636363637
5.224	-10.1818181818182
5.226	-6.90909090909092
5.228	-1.45454545454546
5.23	6.8
5.232	4.2
5.234	5.60000000000001
5.236	11
5.238	6
5.24	7.59999999999999
5.242	7.59999999999999
5.244	7.2
5.246	7.8
5.248	5.8
5.25	6.19999999999999
5.252	9
5.254	2.59999999999999
5.256	4.39999999999999
5.258	7.2
5.26	1.19999999999999
5.262	1.99999999999999
5.264	5.60000000000001
5.266	3.80000000000001
5.268	4
5.27	0.799999999999997
5.272	6.8
5.274	7.2
5.276	1.99999999999999
5.278	0
5.28	0.600000000000009
5.282	6.40000000000001
5.284	-1.45454545454546
5.286	-1.45454545454546
5.288	0.679999999999993
5.29	-2.18181818181817
5.292	0.799999999999997
5.294	-1.81818181818181
5.296	-2.18181818181817
5.298	-2.54545454545456
5.3	-2.18181818181817
5.302	-5.09090909090908
5.304	-2.69090909090909
5.306	2.40000000000001
5.308	2.8
5.31	3.72
5.312	4
5.314	5
5.316	3.72
5.318	1.19999999999999
5.32	0.480000000000004
5.322	4
5.324	0
5.326	4
5.328	3.4
5.33	4
5.332	-3.27272727272727
5.334	2.2
5.336	-1.0909090909091
5.338	5.39999999999999
5.34	-6.54545454545454
5.342	4.12
5.344	4.8
5.346	1.6
5.348	0.199999999999996
5.35	3.2
5.352	6.6
5.354	4.8
5.356	7.2
5.358	4.8
5.36	12.4
5.362	4.8
5.364	4
5.366	3.2
5.368	2.8
5.37	2.40000000000001
5.372	2.8
5.374	6.40000000000001
5.376	10
5.378	11.6
5.38	-0.727272727272712
5.382	1.99999999999999
5.384	3.2
5.386	0.399999999999991
5.388	-4.36363636363637
5.39	-0.727272727272712
5.392	-2.90909090909091
5.394	-2.18181818181817
5.396	0.799999999999997
5.398	17.2
5.4	13.2
5.402	14.6
5.404	16
5.406	5.2
5.408	11.2
5.41	-7.27272727272728
5.412	6.52
5.414	6.8
5.416	0.600000000000009
5.418	-4.36363636363637
5.42	2.2
5.422	7.2
5.424	4.39999999999999
5.426	18.8
5.428	5.2
5.43	5.2
5.432	-1.45454545454546
5.434	3.00000000000001
5.436	3.59999999999999
5.438	4.39999999999999
5.44	4.60000000000001
5.442	4.8
5.444	10.4
5.446	9.60000000000001
5.448	7.2
5.45	8.59999999999999
5.452	0.399999999999991
5.454	0
5.456	-9.45454545454545
5.458	-7.99999999999999
5.46	-5.81818181818182
5.462	-3.63636363636362
5.464	-6.90909090909092
5.466	-1.45454545454546
5.468	1.19999999999999
5.47	2.40000000000001
5.472	2.8
5.474	-0.727272727272712
5.476	-4.72727272727272
5.478	-13.0909090909091
5.48	0.399999999999991
5.482	-1.81818181818181
5.484	1.99999999999999
5.486	0.199999999999996
5.488	-1.81818181818181
5.49	-4.36363636363637
5.492	-2.54545454545456
5.494	-0.727272727272712
5.496	2.52000000000001
5.498	5.48
5.5	-1.45454545454546
5.502	-4.36363636363637
5.504	-2.18181818181817
5.506	-10.9090909090909
5.508	-8.36363636363638
5.51	1.8
5.512	3.08
5.514	-6.54545454545454
5.516	6.8
5.518	9.60000000000001
5.52	12.4
5.522	7.88
5.524	3.32000000000001
5.526	-2.18181818181817
5.528	2.40000000000001
5.53	-4.36363636363637
5.532	1.19999999999999
5.534	1.19999999999999
5.536	4.8
5.538	-4.72727272727272
5.54	-18.1818181818182
5.542	-16
5.544	-40
5.546	-27.2727272727273
5.548	-23.4181818181818
5.55	-19.6363636363636
5.552	-14.5454545454546
5.554	0.799999999999997
5.556	0
5.558	0.799999999999997
5.56	1.6
5.562	0
5.564	1.6
5.566	-13.8181818181818
5.568	0.799999999999997
5.57	-2.90909090909091
5.572	-2.90909090909091
5.574	7.59999999999999
5.576	-10.1818181818182
5.578	-15.6363636363636
5.58	-14.5454545454546
5.582	-8.72727272727274
5.584	-9.45454545454545
5.586	-13.8181818181818
5.588	-26.9090909090909
5.59	-9.45454545454545
5.592	-13.0909090909091
5.594	-11.6363636363636
5.596	-9.45454545454545
5.598	-2.18181818181817
5.6	-2.90909090909091
5.602	0.399999999999991
5.604	-2.90909090909091
5.606	-6.54545454545454
5.608	-2.90909090909091
5.61	-2.90909090909091
5.612	-7.63636363636364
5.614	1.19999999999999
5.616	-1.59999999999999
5.618	-5.45454545454547
5.62	1.40000000000001
5.622	-10.5454545454545
5.624	-5.09090909090908
5.626	-9.45454545454545
5.628	-8.36363636363638
5.63	-14.7636363636364
5.632	3.59999999999999
5.634	1
5.636	-9.45454545454545
5.638	-6.54545454545454
5.64	0.920000000000002
5.642	-6.18181818181818
5.644	-0.727272727272712
5.646	1.99999999999999
5.648	0.199999999999996
5.65	5.2
5.652	7.8
5.654	0.799999999999997
5.656	0
5.658	2.2
5.66	11.6
5.662	-5.09090909090908
5.664	3.2
5.666	1.99999999999999
5.668	9
5.67	-4.72727272727272
5.672	2.59999999999999
5.674	-13.8181818181818
5.676	6.40000000000001
5.678	-7.63636363636364
5.68	-7.99999999999999
5.682	-9.45454545454545
5.684	-1.45454545454546
5.686	6.8
5.688	4
5.69	4.2
5.692	-3.63636363636362
5.694	6
5.696	10.4
5.698	1.8
5.7	-3.63636363636362
5.702	-34.1818181818182
5.704	-12.3636363636364
5.706	-10.1818181818182
5.708	-10.9090909090909
5.71	-5.09090909090908
5.712	0.399999999999991
5.714	-7.27272727272728
5.716	4.8
5.718	6.40000000000001
5.72	7.59999999999999
5.722	-2.90909090909091
5.724	0.799999999999997
5.726	1.19999999999999
5.728	2.40000000000001
5.73	34.4
5.732	-2.18181818181817
5.734	2.8
5.736	2.40000000000001
5.738	-0.727272727272712
5.74	1.6
5.742	0.399999999999991
5.744	-13.8181818181818
5.746	-39.2727272727273
5.748	-34.6909090909091
5.75	-30.1818181818182
5.752	-38.5454545454545
5.754	-28
5.756	-37.0909090909091
5.758	-22.5454545454545
5.76	-21.0909090909091
5.762	-12.3636363636364
5.764	-6.54545454545454
5.766	-10.9090909090909
5.768	-4.00000000000001
5.77	-11.6363636363636
5.772	-5.81818181818182
5.774	-3.63636363636362
5.776	-7.05454545454545
5.778	-15.2727272727273
5.78	-21.0909090909091
5.782	0.199999999999996
5.784	-20.7272727272727
5.786	-17.6727272727273
5.788	-14.5454545454546
5.79	-16.2181818181818
5.792	-28.3636363636364
5.794	-17.4545454545455
5.796	-30.7636363636364
5.798	-13.0909090909091
5.8	-2.18181818181817
5.802	-5.6
5.804	1
5.806	0.280000000000001
5.808	-0.727272727272712
5.81	3.2
5.812	-9.8181818181818
5.814	-11.6363636363636
5.816	3.59999999999999
5.818	-32
5.82	-0.363636363636356
5.822	1
5.824	1.8
5.826	-0.727272727272712
5.828	5.60000000000001
5.83	1.40000000000001
5.832	0
5.834	-10.9090909090909
5.836	-14.5454545454546
5.838	-23.2727272727273
5.84	-1.45454545454546
5.842	-14.5454545454546
5.844	-1.0909090909091
5.846	6.8
5.848	6.8
5.85	-1.0909090909091
5.852	0.399999999999991
5.854	7.40000000000001
5.856	-33.4545454545455
5.858	-12
5.86	-11.6363636363636
5.862	0.600000000000009
5.864	-22.5454545454545
5.866	11.4
5.868	-2.18181818181817
5.87	-0.363636363636356
5.872	5.2
5.874	1.6
5.876	0
5.878	-0.727272727272712
5.88	-5.09090909090908
5.882	1.99999999999999
5.884	-2.18181818181817
5.886	-5.09090909090908
5.888	-5.09090909090908
5.89	0
5.892	4.8
5.894	1
5.896	2.59999999999999
5.898	11.2
5.9	6.6
5.902	10.4
5.904	1.99999999999999
5.906	-17.0909090909091
5.908	-9.45454545454545
5.91	-24
5.912	-6.54545454545454
5.914	-8.72727272727274
5.916	2.40000000000001
5.918	1.99999999999999
5.92	4.39999999999999
5.922	6.52
5.924	3.00000000000001
5.926	6.52
5.928	3.08
5.93	-3.63636363636362
5.932	-0.218181818181826
5.934	3.48
5.936	0.399999999999991
5.938	0.399999999999991
5.94	5.2
5.942	-2.18181818181817
5.944	-1.23636363636363
5.946	-6.90909090909092
5.948	2.28
5.95	4.60000000000001
5.952	-5.45454545454547
5.954	-1.45454545454546
5.956	-5.09090909090908
5.958	-15.6363636363636
5.96	3.2
5.962	-3.63636363636362
5.964	-3.63636363636362
5.966	3.80000000000001
5.968	0.399999999999991
5.97	3.80000000000001
5.972	-0.218181818181826
5.974	2.40000000000001
5.976	1.6
5.978	-0.727272727272712
5.98	0.799999999999997
5.982	-1.45454545454546
5.984	1.99999999999999
5.986	0.799999999999997
5.988	3.2
5.99	-0.727272727272712
5.992	4.60000000000001
5.994	5.60000000000001
5.996	0.799999999999997
5.998	0
6	-5.45454545454547
6.002	-2.90909090909091
6.004	-18.9090909090909
6.006	-17.4545454545455
6.008	2.2
6.01	10.4
6.012	-1.45454545454546
6.014	-0.218181818181826
6.016	6
6.018	4.2
6.02	4.39999999999999
6.022	5.39999999999999
6.024	-5.81818181818182
6.026	1.19999999999999
6.028	0.399999999999991
6.03	4.8
6.032	2.59999999999999
6.034	-2.90909090909091
6.036	-21.0909090909091
6.038	-2.90909090909091
6.04	-5.81818181818182
6.042	-5.81818181818182
6.044	0.399999999999991
6.046	-7.99999999999999
6.048	1.6
6.05	3.4
6.052	7.2
6.054	3.59999999999999
6.056	4
6.058	5.39999999999999
6.06	6.8
6.062	1.6
6.064	2.40000000000001
6.066	-10.5454545454545
6.068	-25.4545454545455
6.07	-4.36363636363637
6.072	-23.2727272727273
6.074	-7.27272727272728
6.076	-10.9090909090909
6.078	-11.6363636363636
6.08	-5.09090909090908
6.082	0.799999999999997
6.084	-1.45454545454546
6.086	2.8
6.088	3.59999999999999
6.09	3.80000000000001
6.092	0
6.094	4
6.096	4.39999999999999
6.098	1.6
6.1	7.8
6.102	5.2
6.104	8.4
6.106	0.399999999999991
6.108	-5.09090909090908
6.11	-1.45454545454546
6.112	4.39999999999999
6.114	1.99999999999999
6.116	8.4
6.118	-10.5454545454545
6.12	-1.45454545454546
6.122	-4.72727272727272
6.124	-5.09090909090908
6.126	-1.45454545454546
6.128	-5.09090909090908
6.13	2.2
6.132	3.2
6.134	5.60000000000001
6.136	1.99999999999999
6.138	-2.18181818181817
6.14	6.40000000000001
6.142	0.399999999999991
6.144	1.19999999999999
6.146	-1.45454545454546
6.148	2.40000000000001
6.15	-2.90909090909091
6.152	6.19999999999999
6.154	-5.09090909090908
6.156	8.00000000000001
6.158	0.799999999999997
6.16	5.60000000000001
6.162	2.40000000000001
6.164	8.00000000000001
6.166	0.799999999999997
6.168	0
6.17	4
6.172	2.8
6.174	5.39999999999999
6.176	0.399999999999991
6.178	14.4
6.18	6.40000000000001
6.182	3.80000000000001
6.184	11.2
6.186	4
6.188	8.80000000000001
6.19	13.6
6.192	3.00000000000001
6.194	9.2
6.196	5.2
6.198	4.39999999999999
6.2	3.59999999999999
6.202	0.399999999999991
6.204	3.2
6.206	7.2
6.208	0
6.21	7.40000000000001
6.212	10
6.214	11.2
6.216	6.99999999999999
6.218	5.60000000000001
6.22	3.2
6.222	5
6.224	7.2
6.226	-1.45454545454546
6.228	-9.8181818181818
6.23	12
6.232	-10.1818181818182
6.234	-8.72727272727274
6.236	7.40000000000001
6.238	-24.7272727272727
6.24	-6.54545454545454
6.242	-7.27272727272728
6.244	-4.36363636363637
6.246	-2.18181818181817
6.248	-3.63636363636362
6.25	-0.727272727272712
6.252	1.19999999999999
6.254	4.8
6.256	-1.45454545454546
6.258	4.39999999999999
6.26	-5.09090909090908
6.262	0.799999999999997
6.264	-5.09090909090908
6.266	1.6
6.268	4.8
6.27	2.2
6.272	-1.45454545454546
6.274	3.2
6.276	2.59999999999999
6.278	-1.45454545454546
6.28	-1.45454545454546
6.282	1.6
6.284	-10.1818181818182
6.286	-4.36363636363637
6.288	1.19999999999999
6.29	3.59999999999999
6.292	2.40000000000001
6.294	1.19999999999999
6.296	3.59999999999999
6.298	3.2
6.3	4.39999999999999
6.302	11.2
6.304	5.07999999999999
6.306	0
6.308	0.679999999999993
6.31	6.19999999999999
6.312	3.80000000000001
6.314	5.07999999999999
6.316	1
6.318	1.8
6.32	0.519999999999996
6.322	0.399999999999991
6.324	0.679999999999993
6.326	-0.727272727272712
6.328	1.40000000000001
6.33	-4.36363636363637
6.332	1.88000000000001
6.334	-2.90909090909091
6.336	5.32
6.338	2.59999999999999
6.34	4.8
6.342	7.8
6.344	6
6.346	7.40000000000001
6.348	-1.45454545454546
6.35	3.2
6.352	1.40000000000001
6.354	-3.27272727272727
6.356	-1.0909090909091
6.358	0.199999999999996
6.36	2.2
6.362	4.2
6.364	-12
6.366	-10.1818181818182
6.368	-1.0909090909091
6.37	-3.27272727272727
6.372	1.99999999999999
6.374	-0.363636363636356
6.376	-1.0909090909091
6.378	1.19999999999999
6.38	1
6.382	1.6
6.384	-2.54545454545456
6.386	1.6
6.388	0.799999999999997
6.39	-1.45454545454546
6.392	0.199999999999996
6.394	1.19999999999999
6.396	2.8
6.398	-1.81818181818181
6.4	-13.8181818181818
6.402	-8.72727272727274
6.404	-10.1818181818182
6.406	-0.363636363636356
6.408	-4.36363636363637
6.41	7.2
6.412	-25.4545454545455
6.414	-2.18181818181817
6.416	-6.54545454545454
6.418	-3.85454545454545
6.42	-2.18181818181817
6.422	1.99999999999999
6.424	-6.90909090909092
6.426	4.39999999999999
6.428	1
6.43	7.2
6.432	1.6
6.434	4
6.436	-2.90909090909091
6.438	-15.2727272727273
6.44	-0.727272727272712
6.442	-2.18181818181817
6.444	-5.81818181818182
6.446	2.40000000000001
6.448	-2.18181818181817
6.45	0.199999999999996
6.452	1.6
6.454	-5.09090909090908
6.456	-0.727272727272712
6.458	-10.9090909090909
6.46	-2.18181818181817
6.462	2.40000000000001
6.464	3.59999999999999
6.466	-0.727272727272712
6.468	8.00000000000001
6.47	2.59999999999999
6.472	0.399999999999991
6.474	1.6
6.476	-13.0909090909091
6.478	-3.27272727272727
6.48	0.799999999999997
6.482	4.8
6.484	-1.81818181818181
6.486	-3.27272727272727
6.488	-2.90909090909091
6.49	-3.63636363636362
6.492	3.59999999999999
6.494	1
6.496	-1.45454545454546
6.498	4
6.5	-13.0909090909091
6.502	-9.45454545454545
6.504	-5.81818181818182
6.506	2.40000000000001
6.508	-4.36363636363637
6.51	-11.6363636363636
6.512	3.59999999999999
6.514	1
6.516	1.19999999999999
6.518	0.199999999999996
6.52	9.2
6.522	-2.18181818181817
6.524	0.799999999999997
6.526	-4.36363636363637
6.528	-5.81818181818182
6.53	0.600000000000009
6.532	-3.63636363636362
6.534	2.59999999999999
6.536	-1.81818181818181
6.538	2.40000000000001
6.54	-2.18181818181817
6.542	1.6
6.544	-2.54545454545456
6.546	2.40000000000001
6.548	1.6
6.55	-9.45454545454545
6.552	2.8
6.554	-9.45454545454545
6.556	0
6.558	2.52000000000001
6.56	5.07999999999999
6.562	7.59999999999999
6.564	3.80000000000001
6.566	0
6.568	0.399999999999991
6.57	-4.36363636363637
6.572	-4.36363636363637
6.574	1.8
6.576	8.4
6.578	3.2
6.58	3.4
6.582	-0.727272727272712
6.584	10.4
6.586	5.32
6.588	5.8
6.59	-3.63636363636362
6.592	1.99999999999999
6.594	-4.36363636363637
6.596	-7.99999999999999
6.598	-5.81818181818182
6.6	-2.18181818181817
6.602	3.2
6.604	-4.72727272727272
6.606	-1.45454545454546
6.608	0
6.61	-6.76363636363636
6.612	2.8
6.614	0
6.616	-10.9090909090909
6.618	-7.27272727272728
6.62	-2.54545454545456
6.622	-3.63636363636362
6.624	-5.09090909090908
6.626	-2.90909090909091
6.628	-7.27272727272728
6.63	0.799999999999997
6.632	7.2
6.634	-4.36363636363637
6.636	-2.18181818181817
6.638	-1.45454545454546
6.64	-1.0909090909091
6.642	0.799999999999997
6.644	-22.5454545454545
6.646	0
6.648	-8.72727272727274
6.65	1.19999999999999
6.652	-2.90909090909091
6.654	-4.36363636363637
6.656	-10.1818181818182
6.658	0.799999999999997
6.66	0.399999999999991
6.662	-2.18181818181817
6.664	0.799999999999997
6.666	3.2
6.668	4.8
6.67	4.8
6.672	6.40000000000001
6.674	11.4
6.676	14
6.678	11.6
6.68	9.2
6.682	8.59999999999999
6.684	6.40000000000001
6.686	3.72
6.688	1.08000000000001
6.69	-2.90909090909091
6.692	2.8
6.694	-2.54545454545456
6.696	0.799999999999997
