feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
Dinogale__BodyMass,-0.04011269388119125,-0.03831934202448064,0.009369951271919058,NA,NA,NA
Dinogale__geography,-0.009656550669808597,-0.06477498274287001,0.05071108950173188,NA,NA,NA
Dinogale__Temperature,-0.008005324037320556,-0.02982702995867951,0.02186768872077715,NA,NA,NA
Dinogale__time,0.09472276192598418,0.012284819351260879,0.04756995719730085,NA,NA,NA
Ectopocynus__taxon,-0.19454203795758715,-0.08819404852819436,0.01278785061032451,0.2809861498240878,0.0,0.658243243458968
Ectopocynus__BodyMass,0.07972639793246244,-0.004661023930780689,0.04259164364023057,NA,NA,NA
Ectopocynus__geography,-0.005855112635856372,-0.04622576178350729,0.03893785896856869,NA,NA,NA
Ectopocynus__Temperature,-0.02887637768042506,-0.02746721376648769,0.0191230692111854,NA,NA,NA
Ectopocynus__time,0.2552503323772097,0.019438709374286017,0.08867094110494927,NA,NA,NA
Edaphocyon__taxon,0.12504971790331304,-0.02502398165046166,0.07501600262684598,0.46946549912613106,0.12882960086897852,0.9499886484907292
Edaphocyon__BodyMass,-0.03543336767194396,-0.031816809672939005,0.012344411310942514,NA,NA,NA
Edaphocyon__geography,-0.008671193268501867,-0.07154973455281163,0.04440746070817614,NA,NA,NA
Edaphocyon__Temperature,-0.007722278207032519,-0.030752673450370666,0.01921500122781789,NA,NA,NA
Edaphocyon__time,0.10206006903244966,0.01203386069189895,0.05112848766147595,NA,NA,NA
Eira__taxon,0.15976092257535898,-0.008877675106772603,0.07374363186084026,0.23971706639667445,0.0,0.46493580126518363
Eira__BodyMass,0.016777885357439525,-0.009584644431886039,0.012061118105498274,NA,NA,NA
Eira__geography,-0.02110390329239726,-0.04127515165590402,0.03235999351205438,NA,NA,NA
Eira__Temperature,0.14387331286460228,-0.011868226084970014,0.06828794227632769,NA,NA,NA
Eira__time,-0.23487409889661343,-0.07550364135515134,0.015658677780537842,NA,NA,NA
Eirictis__taxon,0.14338391864038902,0.02896741388729269,0.08792594592008914,0.4672366544379664,0.3082077691239934,0.6690272195465703
Eirictis__BodyMass,0.0011069451303552355,-0.02020625246679161,0.01276610369021266,NA,NA,NA
Eirictis__geography,0.10349330804286672,0.02417356942386497,0.058957426535158154,NA,NA,NA
Eirictis__Temperature,0.046623750153348624,-0.027536393263805903,0.050183451825909324,NA,NA,NA
Eirictis__time,-0.1193249741786753,-0.15250767621524414,-0.007721564436110826,NA,NA,NA
Enhydra__taxon,0.20201575083874168,0.024326662539983505,0.15359308816573086,0.10752191869114483,0.022359152331790616,0.2741851475466312
Enhydra__BodyMass,0.011657053966268363,-0.003407368148678556,0.024414562854943537,NA,NA,NA
Enhydra__geography,-0.1756386092400946,-0.07021585108785981,-0.03492940529224934,NA,NA,NA
Enhydra__Temperature,0.04552801524890692,-0.019937379882221662,0.08413913905574778,NA,NA,NA
Enhydra__time,-0.15132323991096197,-0.07787540205590748,-0.025106021248914378,NA,NA,NA
Enhydrictis__taxon,0.14349704534889504,0.05015899696950765,0.11069905214223824,0.48825181860036015,0.31359013154468773,0.7424462662160385
Enhydrictis__BodyMass,-0.010193373607999046,-0.042221998124309885,0.0073275558890095755,NA,NA,NA
Enhydrictis__geography,0.09978008097604249,0.043971363447599374,0.05852542706957043,NA,NA,NA
Enhydrictis__Temperature,0.036925900452227045,-0.01899789685831849,0.03719173549144375,NA,NA,NA
Enhydrictis__time,-0.09472670538088118,-0.18001980406916265,-0.011632407057003502,NA,NA,NA
Enhydriodon__taxon,0.11273908305086457,0.07385126322450224,0.09146834969218885,0.6940105270682322,0.2992555279304492,1.3736670690865027
Enhydriodon__BodyMass,0.02309376463726009,-0.01759820999365668,0.027507113231435905,NA,NA,NA
Enhydriodon__geography,0.0705682432348188,0.04136174808973966,0.053802951122913986,NA,NA,NA
Enhydriodon__Temperature,0.019415724534583158,-0.02838976781478204,0.02572502676220492,NA,NA,NA
Enhydriodon__time,-0.05053386766924229,-0.21633437214048715,0.0036079227265147893,NA,NA,NA
Enhydritherium__taxon,0.26250075682021673,0.0033302101875367293,0.10372027685185498,0.3280062739370475,0.0,0.8784147824083064
Enhydritherium__BodyMass,0.03392733924840204,-0.01019180724830177,0.027435197007167803,NA,NA,NA
Enhydritherium__geography,-0.11037843018156888,-0.08250908220717287,0.030762568042748167,NA,NA,NA
Enhydritherium__Temperature,-0.015482913067665456,-0.031732305811911735,0.019196016621767228,NA,NA,NA
Enhydritherium__time,-0.017843426670621287,-0.026006353554834386,0.020997305011720313,NA,NA,NA
Enhydrocyon__taxon,-0.08345002380516468,-0.08591934701679135,0.036654998514911566,0.4665667359232079,0.0,1.105735280222424
Enhydrocyon__BodyMass,0.039041572538671354,-0.009914191382146971,0.028732755214221476,NA,NA,NA
Enhydrocyon__geography,0.020126414918100886,-0.045107153955038434,0.04459112378855086,NA,NA,NA
Enhydrocyon__Temperature,-0.010504911120179306,-0.03732119675312114,0.015744782800682547,NA,NA,NA
Enhydrocyon__time,0.21006989525685613,0.031152550472413908,0.07638770321689203,NA,NA,NA
Eomellivora__taxon,0.27994959573711276,0.03227946022785319,0.11961168537376743,0.2721015745252563,0.05061311758847095,0.5563863686050226
Eomellivora__BodyMass,0.017487118465976673,-0.012363066105737074,0.022431046194287683,NA,NA,NA
Eomellivora__geography,-0.22667088867885168,-0.11050636592986014,-0.024746986164233143,NA,NA,NA
Eomellivora__Temperature,-0.00643799928332804,-0.028033501445092517,0.024907693021197042,NA,NA,NA
Eomellivora__time,0.03249080049606236,-0.028485865381847466,0.05990792511023943,NA,NA,NA
Epicyon__taxon,-0.25264519051665696,-0.08403695467586596,0.01232827444488043,0.030498004660003318,0.0,0.43559506155422845
Epicyon__BodyMass,0.08390297838543606,-0.0007340575780222794,0.052396617186726,NA,NA,NA
Epicyon__geography,-0.049573794618537094,-0.04139793244738843,0.06101574799341683,NA,NA,NA
Epicyon__Temperature,-0.03455749887989515,-0.024548448053252656,0.017767531376065432,NA,NA,NA
Epicyon__time,0.1080885625013721,0.003608054119845321,0.05860319253416977,NA,NA,NA
Epimachairodus__taxon,0.10786227096020616,0.035200360672308126,0.09499623663028389,1.102044011592661,0.35919220576984023,1.8395032306123416
Epimachairodus__BodyMass,0.03896276717528683,-0.04487373118925307,0.047968290770482314,NA,NA,NA
Epimachairodus__geography,0.044248591340142654,0.00731464715989418,0.036233428004614286,NA,NA,NA
Epimachairodus__Temperature,0.016332778079121285,-0.018978411418972257,0.023701775346500177,NA,NA,NA
Epimachairodus__time,-0.032123459766472594,-0.12577220385866097,-0.0007883672166221869,NA,NA,NA
Euboictis__taxon,0.1384046811810881,-0.036748835839155114,0.10646096413447789,0.40851171646902096,0.10518597628367535,0.7818812706232504
Euboictis__BodyMass,-0.04029238189702235,-0.03628233247151259,0.006622864243536021,NA,NA,NA
